"species","closed_canopy","open_canopy","main_habitat","area_open","area_closed"
"Dimorphocarpa_wislizenii",0.03,0.97,"open",1,0
"Dithyrea_californica",0,1,"open",1,0
"Lyrocarpa_coulteri",0.01,0.99,"open",1,0
"Nerisyrenia_johnstonii",0,1,"open",1,0
"Nerisyrenia_linearifolia",0,1,"open",1,0
"Paysonia_auriculata",0,1,"open",1,0
"Paysonia_grandiflora",0.33,0.67,"open",1,1
"Paysonia_lescurii",1,0,"closed",0,1
"Physaria_acutifolia",0.26,0.74,"open",1,1
"Physaria_arctica",0.23,0.77,"open",1,0
"Physaria_argyraea",0.5,0.5,"closed",1,1
"Physaria_arizonica",0.2,0.8,"open",1,0
"Physaria_bellii",0.17,0.83,"open",1,0
"Physaria_didymocarpa",0.9,0.1,"closed",0,1
"Physaria_eriocarpa",1,0,"closed",0,1
"Physaria_fendleri",0.11,0.89,"open",1,0
"Physaria_filiformis",0.86,0.14,"closed",0,1
"Physaria_gracilis",0.2,0.8,"open",1,0
"Physaria_hemiphysaria",1,0,"closed",0,1
"Physaria_intermedia",0.33,0.67,"open",1,1
"Physaria_johnstonii",0.33,0.67,"open",1,1
"Physaria_mexicana",0.4,0.6,"open",1,1
"Physaria_nelsonii",0.17,0.83,"open",1,0
"Physaria_newberryi",0.2,0.8,"open",1,0
"Physaria_occidentalis",0.42,0.58,"open",1,1
"Physaria_pruinosa",1,0,"closed",0,1
"Physaria_pycnantha",0,1,"open",1,0
"Physaria_rosei",0,1,"open",1,0
"Physaria_spatulata",0.15,0.85,"open",1,0
"Physaria_subumbellata",0.08,0.92,"open",1,0
"Physaria_tenella",0.07,0.93,"open",1,0
